Date           ,USD   ,JPY   ,BGN   ,CZK   ,DKK   ,GBP    ,HUF   ,PLN   ,RON   ,SEK    ,CHF   ,ISK   ,NOK    ,HRK   ,TRY    ,AUD   ,BRL   ,CAD   ,CNY   ,HKD   ,IDR     ,ILS   ,INR    ,KRW    ,MXN    ,MYR   ,NZD   ,PHP   ,SGD   ,THB   ,ZAR    ,
28 October 2022,0.9951,146.79,1.9558,24.465,7.4423,0.86120,411.70,4.7275,4.9189,10.9403,0.9920,143.30,10.2695,7.5320,18.5219,1.5511,5.3270,1.3542,7.2159,7.8107,15481.88,3.5215,82.0565,1417.70,19.7718,4.6994,1.7151,57.739,1.4055,37.724,18.0530,
